Protein name	Uniprot ID	NCBI Gene ID	Function
Klhl29	Q80T74	208439	target gene
Slc17a6	A0A140LHC9	-	target gene
Tmigd3	G3X8R9	69296	target gene
Barx1	Q9ER42	12022	target gene
Hsf4	Q9R0L1	26386	transcription factor and target gene
Tmod2	Q9JKK7	50876	target gene
Jmy	A0A1Y7VLC3	-	target gene
Rpl13a	P19253	22121	target gene
Ugt2b1	Q8R084	71773	target gene
Gm13084	A6PWA3	381569	target gene
Jak1	B1ASP2	16451	target gene
Reck	Q9Z0J1	53614	target gene
Ccdc163	A2AGD7	68394	target gene
Pagr1a	Q99L02	67278	target gene
Plekhg1	F6S200	-	target gene
Iqch	Q9D2K4	78250	target gene
Adgrf4	A0A0D9SEG9	78249	target gene
Zfp493	E9Q1L8	72958	target gene
Anxa2	P07356	12306	target gene
Itgam	E9Q604	16409	target gene
Slc35g1	Q8BY79	240660	target gene
Adam28	Q9JLN6	13522	target gene
Zfp607b	G3X9H3	112415	target gene
Tnnt3	A0A0R4J1B1	21957	target gene
Ammecr1l	Q8JZZ6	225339	target gene
Irgm2	Q9Z1M2	54396	target gene
Kdm3a	Q6PCM1	104263	target gene
Prkd3	Q8K1Y2	75292	target gene
2610008E11Rik	G3X964	72128	target gene
Ogfrl1	Q8VE52	70155	target gene
1700012B07Rik	Q3V0S8	69324	target gene
Slc4a1ap	E9Q1Q0	-	target gene
Fam13c	Q9DBR2	71721	target gene
Tanc1	Q0VGY8	66860	target gene
Uba6	Q8C7R4	231380	target gene
Slc34a2	Q9DBP0	20531	target gene
Hoxb4	P10284	15412	transcription factor and target gene
Klk5	Q9D140	68668	target gene
Mtx3	A0A286YDW3	-	target gene
Sertad1	Q9JL10	55942	transcription factor and target gene
Kcna1	P16388	16485	target gene
Sval2	D3Z617	-	target gene
Slc4a7	A0A286YDZ8	-	target gene
Gm7714	E9Q079	665615	target gene
Doxl2	Q6IMK7	243376	target gene
Smim10l1	A0A087WNQ7	381820	target gene
Afm	O89020	280662	target gene
Marveld3	G3X8Q2	73608	target gene
Kcnh5	Q920E3	238271	target gene
Gm815	Q3UWS2	329047	target gene
Ndufc1	Q9CQY9	66377	target gene
Zwint	Q9CQU5	52696	target gene
Nap1l1	P28656	53605	target gene
Dhrs7	Q9CXR1	66375	target gene
Defb38	Q7TNV7	360212	target gene
Wdr75	Q3U821	73674	target gene
Zfp866	Q6PGD2	330788	target gene
Pon3	Q62087	269823	target gene
Slc17a9	Q8VCL5	228993	target gene
Dmac1	Q9CQ00	66928	target gene
BC034090	F6T2X5	207792	target gene
Tinf2	Q8K1K3	28113	target gene
Elovl1	Q9JLJ5	54325	target gene
Popdc2	Q9ES82	64082	target gene
Tac4	Q99N14	93670	target gene
Psmb1	O09061	19170	target gene
Gpr3	P35413	14748	target gene
Peg12	Q9WVA7	27412	target gene
Selenbp2	G3UWK0	-	target gene
Cln8	Q9QUK3	26889	target gene
Kdm2a	A0A087WP68	-	target gene
Fuca2	Q99KR8	66848	target gene
Qrich1	A0A0A6YXK2	-	target gene
Myo6	E9PVU0	-	target gene
Mybpc3	Q3TF37	-	target gene
Zfp101	Q8BP18	22643	target gene
Sytl3	Q99N48	83672	target gene
Pank4	Q80YV4	269614	target gene
B4galt6	Q9WVK5	56386	target gene
C2cd2	E9Q3C1	207781	target gene
Ehd1	Q9WVK4	13660	target gene
Olfr1364	Q5SZS9	258533	target gene
Tas2r109	Q7M707	387343	target gene
Itgav	P43406	16410	target gene
C130026I21Rik	Q8C898	620078	target gene
Olfr1038-ps	A0A1L1SUX9	-	target gene
Usp21	A0A0R4J1F5	-	target gene
Abcb5	B5X0E4	77706	target gene
Lilrb3	P97484	18733	target gene
Kcnj12	P52187	16515	target gene
Rbx1	P62878	56438	target gene
Fmr1	E9QNF5	14265	target gene
RP23-233O1.1	I7HLZ6	-	target gene
Adat1	Q9JHI2	30947	target gene
Iqgap3	F8VQ29	404710	target gene
Defb42	Q8BVB5	619548	target gene
Atp1a3	Q6PIC6	232975	target gene
Mptx2	D3YYJ7	100504232	target gene
Zfp39	Q02525	22698	target gene
Ubxn11	Q9D572	67586	target gene
Nhlh2	Q64221	18072	transcription factor and target gene
Ntn4	Q9JI33	57764	target gene
Slc25a20	Q9Z2Z6	57279	target gene
Copa	Q8CIE6	12847	target gene
Lef1	P27782	16842	transcription factor and target gene
Zfp819	E9Q5X9	74400	target gene
Dpy30	Q99LT0	66310	target gene
Olfr457	Q8VGP5	258989	target gene
Med17	Q8VCD5	234959	target gene
Slc9a6	D3Z0Q9	-	target gene
Dnm3	Q8BZ98	103967	target gene
Prok1	Q14A28	246691	target gene
Klrb1b	Q99JB4	80782	target gene
Nacc1	Q7TSZ8	66830	target gene
Sorcs1	E9Q203	-	target gene
Gpr107	Q8BUV8	277463	target gene
Plekhf1	Q3TB82	72287	target gene
Birc3	A2CGA3	-	target gene
H2-DMb1	P35737	-	target gene
Zdhhc17	Q80TN5	320150	target gene
Aebp1	Q640N1	11568	target gene
Mbd4	A0A0N4SWA0	-	target gene
Dmrta1	Q8CFG4	242523	target gene
Nudt13	Q8JZU0	67725	target gene
Trim38	A0A286YDR5	-	target gene
Mettl27	F6RCZ2	-	target gene
Mfsd1	Q9DC37	66868	target gene
Prr27	Q3SYJ2	73779	target gene
Senp8	Q9D2Z4	71599	target gene
Sirt3	Q8R104	64384	target gene
Nefl	P08551	18039	target gene
Adck5	E0CXE8	-	target gene
Gvin1	Q80SU7	100042856	target gene
Plau	P06869	18792	target gene
Ift22	Q9DAI2	67286	target gene
Kbtbd3	Q8BHI4	69149	target gene
Tmem260	Q8BMD6	218989	target gene
Vmn1r235	Q8R297	171233	target gene
Klrb1a	E9Q0W1	17057	target gene
Olfm3	P63056	229759	target gene
Suv39h2	F6WB49	-	target gene
Nfe2	D3YUM3	-	target gene
Mapk8	Q91Y86	26419	target gene
Emc9	Q9DB76	85308	target gene
Fgf13	P70377	14168	target gene
Defa23	Q5G866	13226,497114	target gene
Cgnl1	B2RSU6	68178	target gene
Asb14	A0A0R4J236	142687	target gene
Ints9	A0A0R4J0J5	210925	target gene
Pole	Q9WVF7	18973	target gene
Cacna1s	E9QPX8	12292	target gene
Zfp40	B1B1D4	-	target gene
Cald1	F6T2Z7	-	target gene
Dhx57	Q6P5D3	106794	target gene
Phc1	E0CYR2	-	target gene
Muc4	E9Q7Q0	140474	target gene
Hs6st1	Q9QYK5	50785	target gene
Mill2	A0A0U1RPA1	-	target gene
Havcr1	E9QPA7	-	target gene
4933415F23Rik	Q14BX6	66755	target gene
Ccdc9	D3YW42	243846	target gene
Tp53i13	Q5F267	216964	target gene
Ctdp1	Q7TSG2	67655	target gene
Celf6	Q7TN33	76183	target gene
Mib2	Q8R516	76580	target gene
Map3k15	A2AQW0	270672	target gene
Kif13b	E9Q4K7	16554	target gene
Cd109	Q8R422	235505	target gene
Bri3bp	Q8BXV2	76809	target gene
Zfp446	E9Q6F9	269870	target gene
Cyp4a12b	B0G0Y2	13118	target gene
Rasgrf2	F6TCD3	-	target gene
Cstdc6	L7N257	100038854	target gene
Prob1	A0A087WR45	381148	target gene
Thumpd3	P97770	14911	target gene
Col6a6	Q8C6K9	245026	target gene
Akr1c19	A0A1Y7VK17	-	target gene
Ext2	P70428	14043	target gene
Npw	A0A1L1STR8	381073	target gene
Castor2	Q8CAB8	80909	target gene
Olfr653	E9PVA0	57250	target gene
Gm1527	Q3V0P3	385263	target gene
Reg4	Q9D8G5	67709	target gene
Tnnt3	Z4YKF8	21957	target gene
Lipc	P27656	15450	target gene
Tbp	P29037	21374	transcription factor and target gene
Ptprh	E9Q0N2	545902	target gene
Celf5	D3Z4K9	-	target gene
Clk1	P22518	12747	target gene
Nupr1	Q9WTK0	56312	transcription factor and target gene
Gak	A0A0R4J0F6	231580	target gene
Rwdd1	Q9CQK7	66521	target gene
Cfap77	A0A087WQ85	-	target gene
Tdgf1	A0A0G2JDJ9	-	target gene
Trav21-dv12	A0A075B6C4	-	target gene
Tbl1xr1	Q8BHJ5	81004	target gene
Foxm1	A0A0N4SWD2	-	target gene
Ccl27a	A0A2I3BQE5	-	target gene
Hebp2	Q9WU63	56016	target gene
Nckap5l	Q6GQX2	380969	target gene
Wnk4	Q80UE6	69847	target gene
Pnpla3	E9QNZ9	116939	target gene
Nrep	Q07475	27528	target gene
Ccdc114	Q3UX62	211535	target gene
Olfr891	E9Q843	258471	target gene
Appbp2	Q9DAX9	66884	target gene
Pate13	A0A1L1SRX8	-	target gene
Cpne3	Q8BT60	70568	target gene
Vmn1r35	A0A2I3BPZ1	-	target gene
Mip	P51180	17339	target gene
Fbxo25	Q9D2Y6	66822	target gene
Zcchc4	Q8BKW4	78796	target gene
Celf5	D3Z580	319586	target gene
Tnk2	A0A1Y7VLM9	-	target gene
Angptl7	Q8R1Q3	654812	target gene
Gpr174	Q3U507	213439	target gene
Negr1	Q80Z24	320840	target gene
Zfp202	Q99PG8	-	target gene
Cbr1	P48758	12408	target gene
Pif1	Q80SX8	208084	target gene
Nbeal1	E9PYP2	269198	target gene
Serpina3b	Q8BYY9	271047	target gene
Nek9	Q8K1R7	217718	target gene
Prox1	P48437	19130	transcription factor and target gene
Phf21a	A0A1C7ZN08	-	target gene
Gna11	P21278	14672	target gene
Selenok	Q9JLJ1	80795	target gene
Tmprss9	D3YTR8	432478	target gene
Esyt1	Q3U7R1	23943	target gene
Map1lc3b	Q9CQV6	67443	target gene
Baz2a	E9Q374	116848	target gene
Tgm1	Q9JLF6	21816	target gene
1700006A11Rik	A0A0G2JFV6	-	target gene
Rbm6	S4R1I5	-	target gene
Tns1	E9Q0S6	21961	target gene
Gon4l	E9Q507	76022	target gene
Sec24c	A0A286YDJ8	-	target gene
Madd	A2AGQ5	-	target gene
Zfp874a	M0QWQ8	-	target gene
Kras	P32883	16653	target gene
Rbm39	Q8VH51	170791	target gene
Suz12	Q80U70	52615	transcription factor and target gene
Cerkl	A2AQH0	-	target gene
Glp2r	Q5IXF8	93896	target gene
Olfr1137	Q7TR40	258101	target gene
Pde4c	Q3UEI1	110385	target gene
Kntc1	Q8C3Y4	208628	target gene
Cilp	A0A0R4J0F8	214425	target gene
Cd28	P31041	12487	target gene
Wsb2	O54929	59043	target gene
Hbb-bh1	P04444	15132	target gene
Slc4a1ap	A0A0J9YU76	-	target gene
Cryba4	Q9JJV0	12959	target gene
Acot10	Q32MW3	64833	target gene
Nasp	Q99MD9	50927	target gene
Cep70	Q6IQY5	68121	target gene
Ttc13	A0A1L1SSC7	234875	target gene
Rraga	Q80X95	68441	target gene
Ighg2b	A0A0A6YVP0	-	target gene
Ceacam1	P31809	26365	target gene
Aqp2	P56402	11827	target gene
Cbll1	Q9JIY2	104836	target gene
Neo1	A0A1L1SRD6	-	target gene
Ttll10	V9GXT8	-	target gene
Cd5l	Q9QWK4	11801	target gene
Fbxo42	Q6PDJ6	213499	target gene
Rasl10a	Q8K5A4	75668	target gene
Kcnma1	J3QMT8	-	target gene
Uhrf1bp1	Q3UNI3	-	target gene
Slc25a14	Q9Z2B2	20523	target gene
Olfr906	K7N5P3	258799	target gene
Scgb1b2	O35176	57426	target gene
-	F6XL33	-	target gene
Wars2	Q9CYK1	70560	target gene
Tpx2	A2APB8	72119	target gene
Eid2	Q6X7S9	386655	target gene
Tcf3	P15806	21423	transcription factor and target gene
Fst	A0A0R4J026	14313	target gene
Tsnaxip1	Q99P25	72236	target gene
Grin3a	A2AIR4	242443	target gene
Arpc5	Q9CPW4	67771	target gene
Olfr1262	A0A1L1STZ0	-	target gene
Rps27	Q6ZWU9	100043813,57294	target gene
Gm10663	F6RZ85	-	target gene
Sorcs2	Q9EPR5	81840	target gene
Cabp2	E0CXZ2	-	target gene
Gm4792	Q569Q2	-	target gene
Itga4	Q00651	16401	target gene
Arnt	P53762	11863	transcription factor and target gene
Kcnq2	B7ZBV8	16536	target gene
Madd	A2AGQ3	-	target gene
Gbp7	Q91Z40	229900	target gene
Fam192a	Q91WE2	102122	target gene
Bbs5	Q9CZQ9	72569	target gene
Olfr860	Q8VFF7	258521	target gene
Dhdds	Q99KU1	67422	target gene
Psph	Q99LS3	100678	target gene
Arl5b	A0A0A6YXH4	-	target gene
Tbl2	Q9R099	27368	target gene
Mx1	D3YV39	-	target gene
Arl13b	Q640N2	68146	target gene
Atxn2	F6U2C2	-	target gene
Itih2	E0CX69	-	target gene
Mknk1	F7B478	-	target gene
Parp14	Q2EMV9	547253	target gene
Pias2	Q8C5D8	17344	transcription factor and target gene
Amotl2	Q8K371	56332	target gene
Dapl1	Q9D757	76747	target gene
Gml	E9PX31	625599	target gene
Tpk1	Q9R0M5	29807	target gene
Olfr983	Q8VG90	258824	target gene
Simc1	E9Q6E9	319719	target gene
Rax	O35602	19434	transcription factor and target gene
Cts3	Q91ZD5	117066	target gene
4930451I11Rik	E9Q9R3	78118	target gene
Vmn2r126	E9Q0M3	-	target gene
Kmt2c	F8WI37	231051	target gene
Prodh2	Q8VCZ9	56189	target gene
Vmn2r84	D3YWE3	625068	target gene
Hm13	Q9D8V0	14950	target gene
Arhgap19	Q8BRH3	71085	target gene
H2al1j	A2BFR3	236663	target gene
Zfp738	E9PWN4	-	target gene
Derl1	Q99J56	67819	target gene
Abca15	E9PWH4	-	target gene
Mx1	S4R279	-	target gene
Arhgap25	Q8BYW1	232201	target gene
Slc38a9	Q8BGD6	268706	target gene
Arid1b	E9Q4N7	239985	target gene
Ndor1	A2AI05	78797	target gene
Mmp21	Q8K3F2	214766	target gene
Tmem160	Q9D938	69094	target gene
Stoml1	A0A1L1STP7	-	target gene
Mfsd2b	Q3T9M1	-	target gene
Gldn	Q8BMF8	235379	target gene
Gapt	Q8CB93	238875	target gene
Prpf39	E9QJV4	328110	target gene
Stk39	Q9Z1W9	53416	target gene
Stab1	F7BK35	-	target gene
Gapdh	P16858	100042025,14433	target gene
Ttk	P35761	-	target gene
Vamp2	P63044	22318	target gene
Hspbp1	Q99P31	66245	target gene
Rcan3	Q9JKK0	53902	target gene
Ankfn1	F6X7B3	-	target gene
Defb30	Q30KN4	73670	target gene
Kdelr2	Q9CQM2	66913	target gene
Zfp3	Q8BLB0	193043	target gene
Rnf114	Q9ET26	81018	target gene
Cep126	Q0VBV7	234915	target gene
Ptpn21	A0A1Y7VKP4	-	target gene
Aspa	Q8R3P0	11484	target gene
Sh2d2a	Q9QXK9	27371	target gene
Atp2a3	Q64518	53313	target gene
Atp2b3	Q0VF55	320707	target gene
Knl1	Q66JQ7	-	target gene
Glb1l2	E0CYE1	244757	target gene
Myo15a	Q9QZZ4	17910	target gene
Prmt5	A0A0R4J049	27374	target gene
Gm10273	Q9CXU4	53600	target gene
Chst10	A2RSS2	98388	target gene
Nat8f4	G5E8L3	75541	target gene
Nfic	P70255	18029	transcription factor and target gene
Klra5	Q60652	16636	target gene
Zfp873	E9PU88	408062	target gene
Fetub	Q9QXC1	59083	target gene
Carmil2	Q3V3V9	234695	target gene
Gnai1	B2RSH2	14677	target gene
Dut	Q9CQ43	110074	target gene
Rusc1	Q8BG26	72296	target gene
Mef2c	Q8CFN5	17260	transcription factor and target gene
Nlrp9b	Q66X22	243874	target gene
Hif1an	Q8BLR9	319594	target gene
Ggh	Q9Z0L8	14590	target gene
Thrap3	Q569Z6	230753	transcription factor and target gene
Prss54	Q7M756	70993	target gene
Ltbp2	F6WSP3	-	target gene
Tnnt3	Z4YKH8	-	target gene
Mphosph8	Q3TYA6	75339	target gene
Cers3	Q1A3B0	545975	target gene
Mcm10	Q0VBD2	70024	target gene
Cystm1	Q8K353	-	target gene
Tbk1	Q9WUN2	56480	target gene
Gpa33	E9PY15	-	target gene
Vamp4	O70480	53330	target gene
C87977	A6PWB2	-	target gene
Mok	Q9WVS4	26448	target gene
Tcte2	Q9Z1F3	21646	target gene
Cst3	P21460	13010	target gene
Sptbn2	Q68FG2	20743	target gene
Zbtb33	Q8BN78	56805	transcription factor
Ccdc125	Q5U465	76041	target gene
Eif4g3	A2AMI4	-	target gene
Hectd1	Q69ZR2	-	target gene
Dpp6	Q9Z218	13483	target gene
Anapc5	Q8BTZ4	59008	target gene
Birc3	F7BQL8	-	target gene
Sigirr	Q9JLZ8	24058	target gene
Cul1	Q9WTX6	26965	target gene
Mark2	F6ZEX4	-	target gene
Snx24	Q9CRB0	69226	target gene
Kif17	Q99PW8	16559	target gene
Slc25a16	Q8C0K5	73132	target gene
Wap	Q7M748	22373	target gene
Cacng3	Q9JJV5	54376	target gene
Defb18	Q30KP5	654460	target gene
Pdyn	A2ANF0	-	target gene
Trpv3	Q8K424	246788	target gene
Csdc2	Q91YQ3	105859	target gene
Trip11	Q8BVJ9	-	target gene
Clcn3	P51791	12725	target gene
4931406B18Rik	A0A0B4J1M4	-	target gene
Penk	P22005	18619	target gene
Ndufa2	Q9CQ75	17991	target gene
Hpcal4	Q8BGZ1	170638	target gene
Gm10000	Q8BR97	-	target gene
Fbln2	P37889	14115	target gene
Arpp19	P56212	59046	target gene
Nme7	Q3UMG6	171567	target gene
Tcl1b2	P56841	27381	target gene
Tead1	E9QAK6	-	target gene
Aadacl2	B2RWD2	639634	target gene
Ltbp2	F6UFW9	-	target gene
2610021A01Rik	A0A0U1RQ30	-	target gene
Glb1l2	A0A0R4J0L1	244757	target gene
Olfml2a	Q8BHP7	241327	target gene
Zfp90	Q61967	22751	target gene
Unc13c	Q8K0T7	208898	target gene
Spred2	Q924S7	114716	target gene
Plekha5	A0A0N4SUY3	-	target gene
Rad51b	O35719	19363	target gene
Obscn	F7DCJ0	-	target gene
Txnrd2	J3QMQ8	-	target gene
Gm10436	A0A1Y7VJH5	-	target gene
Ifng	P01580	15978	target gene
Gbp4	A0A0G2JEJ5	-	target gene
Olfr270	Q8VFN0	258600	target gene
Cxxc5	Q91WA4	67393	target gene
Phtf2	F6W0Y3	-	target gene
Camk4	Q8BGR3	12326	target gene
Siah1b	A2AHZ3	-	target gene
Odf3	Q920N1	69287	target gene
Sin3b	Q62141	20467	transcription factor and target gene
Rhcg	Q9QXP0	56315	target gene
Myh11	O08638	-	target gene
Mettl3	G3UZP2	-	target gene
Foxo6	Q70KY4	329934	target gene
MINDY3	Q9CV28	66960	target gene
Olfr608	E9Q564	258751	target gene
Nt5c3b	Q3UFY7	68106	target gene
Pus10	Q9D3U0	74467	target gene
Ndrg1	Q62433	17988	target gene
Gsx2	P31316	14843	transcription factor and target gene
Mast2	E9QLW6	17776	target gene
Tacr3	P47937	21338	target gene
Olfr132	Q7TRI8	257889	target gene
Gm9767	G3X930	-	target gene
Psd	Q5DTT2	73728	target gene
Fabp2	P55050	14079	target gene
Shisal1	A0A087WSN1	72301	target gene
Dohh	Q99LN9	102115	target gene
Chrnb4	Q8R493	108015	target gene
Itgb8	Q0VBD0	320910	target gene
Insm2	Q9JMC2	56856	target gene
B3galnt1	Q920V1	26879	target gene
Apof	A0A0R4J0M4	103161	target gene
Timm9	Q9WV98	30056	target gene
Zfp169	E9Q3R6	67911	target gene
-	A9C445	-	target gene
Klf1	P46099	-	transcription factor
Rgs1	Q9JL25	50778	target gene
Tmem123	Q91Z22	71929	target gene
Glyr1	Q922P9	74022	target gene
Dctn6	Q9WUB4	22428	target gene
H2-Ob	Q31143	15002	target gene
Ipo11	Q8K2V6	76582	target gene
Ttll4	Q80UG8	67534	target gene
Asb1	Q9WV74	65247	target gene
Zfp341	Q6PGC9	228807	target gene
Uap1	Q3UHZ7	107652	target gene
Pcdh7	A0A0A6YY48	-	target gene
Tbc1d8	Q9Z1A9	54610	target gene
Zfp62	Q8C827	22720	target gene
Gnat1	P20612	14685	target gene
Gm12216	A0A1W2P827	-	target gene
Syt8	Q9R0N6	55925	target gene
Vps53	Q8CCB4	68299	target gene
Slc41a2	Q8BYR8	338365	target gene
Pphln1	G3UWD4	223828	target gene
Grik1	A0A1B0GSI4	-	target gene
Cyp2a12	P56593	13085	target gene
Cars2	A0A1B0GRF1	-	target gene
Znf426	Q8R1D1	235028	target gene
Krtap4-2	B1AQ85	68673	target gene
Rps23	P62267	66475	target gene
Ldha	P06151	16828	target gene
Rpl3	P27659	27367	target gene
Rassf4	Q8CB96	213391	target gene
Pdk3	Q922H2	236900	target gene
Ap1m2	A0A1L1SUA0	-	target gene
Colec11	A0A1Y7VKG6	71693	target gene
Nckap5	Q8C6S8	210356	target gene
Arid4a	F8VPQ2	238247	target gene
Nmrk1	Q91W63	225994	target gene
Bpifb5	Q3UQ05	228802	target gene
Atn1	O35126	13498	target gene
Adgra1	Q8C4G9	52389	target gene
Sart1	Q9Z315	20227	target gene
Wdr86	F6RAR9	-	target gene
Aurkc	Q6P209	20871	target gene
Gimap5	Q8BWF2	317757	target gene
Arhgdig	Q62160	14570	target gene
Tatdn2	B7ZNL9	381801	target gene
Icos	Q9WVS0	54167	target gene
Wisp1	O54775	22402	target gene
Usp36	B1AQJ2	72344	target gene
Amn1	B8JKU8	232566	target gene
Zfp91	Q62511	109910	target gene
Ube3a	O08759	22215	target gene
Fam50b	Q9WTJ8	108161	target gene
Tmco4	Q91WU4	77056	target gene
Nipsnap3a	B1AWZ3	-	target gene
Rdh11	Q9QYF1	17252	target gene
Rnase4	Q8C7E4	58809	target gene
Tceal9	Q9DD24	22381	target gene
Prr13	Q9CQJ5	66151	target gene
Colec10	Q8CF98	239447	target gene
Ptma	P26350	19231	target gene
Obox6	G3X9U1	252830	target gene
Itprid1	Q14B48	232016	target gene
Srsf11	A0A0G2JEG1	-	target gene
Cd22	Q3UP36	12483	target gene
Ptprg	D6RD11	-	target gene
Gpr137c	A0A2I3BRT1	-	target gene
Prxl2b	Q9DB60	66469	target gene
Usp35	M0QWN7	244144	target gene
1700017N19Rik	A0A087WR40	-	target gene
Pklr	Q3UEH4	18770	target gene
Serpinf2	Q61247	18816	target gene
Tnnt3	F6RL36	-	target gene
Ccne1	Q61457	12447	target gene
Lrrtm3	Q8BZ81	216028	target gene
Afap1l2	Q5DTU0	226250	target gene
Gm10684	Q3V379	-	target gene
Tmsb4x	P20065	19241	target gene
Slc2a9	D3Z1X2	-	target gene
Bclaf1	Q8K019	72567	target gene
Lrrk2	Q5S006	66725	target gene
Ccl5	P30882	20304	target gene
Nudt3	Q9JI46	56409	target gene
Zfp105	D3Z140	-	target gene
Rab34	F7BE32	-	target gene
Sphkap	A0A0R4J1Y6	-	target gene
Lefty2	P57785	320202	target gene
Dlk2	Q8K1E3	106565	target gene
Pfdn5	Q9WU28	56612	target gene
Dag1	Q62165	13138	target gene
Ninj2	Q9JL89	29862	target gene
Fip1l1	Q9D824	66899	target gene
Rhobtb3	Q9CTN4	73296	target gene
BC017158	D6RDS0	-	target gene
1700034E13Rik	Q9D2T6	78414	target gene
Olfr331	Q5NC44	100502887	target gene
Chrm3	Q9ERZ3	12671	target gene
Btbd19	S4R1J4	-	target gene
Pura	P42669	19290	transcription factor and target gene
C1ql3	Q9ESN4	227580	target gene
Prmt2	M0QW88	-	target gene
Ifit1bl1	D3Z6F0	667373	target gene
Adcy6	A0A2I3BRS6	-	target gene
Mov10l1	D3YWG8	83456	target gene
Dpysl2	O08553	12934	target gene
Rabl3	Q9D4V7	67657	target gene
Ermard	A0A2I3BQS2	-	target gene
Pramel3	A2AHA7	83565	target gene
Aldh16a1	A0A1B0GS65	-	target gene
Skor2	A7M7C7	664805	target gene
Kif4	P33174	16571	target gene
Phf10	K4DI61	72057	target gene
Fbxo4	Q8CHQ0	106052	target gene
Cep192	E9Q4Y4	70799	target gene
Pygo1	Q9D0P5	72135	target gene
Pcnx3	Q8VI59	104401	target gene
Znf641	Q8BZ34	239652	target gene
Olfr1161	Q7TR29	258845	target gene
Zc3h10	Q8R205	103284	target gene
Agpat4	Q8K4X7	68262	target gene
Oas1e	A0A0J9YV76	231699	target gene
Aadacl4	B1AVU5	435815	target gene
Cop1	Q9R1A8	26374	target gene
Smoc1	D3Z3A3	-	target gene
Aurkb	O70126	20877	target gene
Slc44a1	Q6X893	100434	target gene
Coro2b	Q8BH44	235431	target gene
Rheb	Q921J2	19744	target gene
Eral1	Q9CZU4	57837	target gene
Tcte2	D3YY45	-	target gene
Rmdn3	Q3UJU9	67809	target gene
Nrl	P54846	18185	transcription factor and target gene
Fbrsl1	A0A0G2JE44	-	target gene
Fgfr3	A0A0J9YU04	-	target gene
Socs4	Q91ZA6	67296	target gene
Pex3	Q9QXY9	56535	target gene
Polr2m	Q6P6I6	28015	target gene
Cyp2b10	G3X8Q9	-	target gene
Wbp1l	Q8BGW2	226178	target gene
Cars2	G3X975	71941	target gene
Cxcl11	Q9JHH5	56066	target gene
Olfr154	Q9QY00	27216	target gene
Armc1	Q9D7A8	74252	target gene
Midn	Q3TPJ7	59090	target gene
Slco5a1	A0A087WNX4	-	target gene
Safb2	Q80YR5	224902	target gene
Hs2st1	Q8R3H7	23908	target gene
Pomc	P01193	18976	target gene
Ncmap	Q99JS0	230822	target gene
Strn4	P58404	97387	target gene
Tpd52l2	Q9CYZ2	66314	target gene
Zfp738	Q8BPD8	408068	target gene
Snrpn	P63163	20646	target gene
Evi5	E9PWR7	-	target gene
Dnajc8	Q6NZB0	68598	target gene
Ercc6	F8VPZ5	319955	target gene
Zfp957	Q3UT76	105590	target gene
Mef2b	E9Q2M6	-	target gene
Olfr519	Q7TRU3	277935	target gene
Fbxl5	Q8C2S5	242960	target gene
Robo2	Q7TPD3	-	target gene
Gm13769	A2ATW2	100042690,257665	target gene
Spata16	Q8C636	70862	target gene
Utp25	A0A0R4J114	215193	target gene
Shc3	Q61120	20418	target gene
Cbln3	Q9JHG0	56410	target gene
Adora2b	Q60614	11541	target gene
Trim28	Q62318	21849	transcription factor and target gene
Cntnap5c	Q0V8T7	620292	target gene
Ifne	Q80ZF2	230405	target gene
Casd1	Q7TN73	213819	target gene
3830417A13Rik	A2AMW6	-	target gene
Adam17	Q9Z0F8	11491	target gene
Spata31	E9QAF0	78124	target gene
Olfr1370	Q8VFG4	258528	target gene
Wnt8b	Q8BQD1	22423	target gene
Erbb4	Q61527	13869	target gene
Fam107b	Q3TGF2	66540	target gene
Rpl5	P47962	100503670	target gene
Ywhah	P68510	22629	target gene
Gse1	Q3U3C9	382034	target gene
Atxn7l2	B7ZCC4	-	target gene
Mapk3	Q63844	26417	target gene
Dnah17	K3W4R0	-	target gene
Vmn1r209	Q5NC97	432736	target gene
Epha3	Q8BRB1	13837	target gene
Cryge	Q03740	12968	target gene
1700010B08Rik	Q9DAI7	75485	target gene
Bsph2	Q0Q236	77684	target gene
Cinp	Q9D0V8	67236	target gene
Ktn1	A0A087WQQ5	16709	target gene
Bace2	A0A0R4J0I8	56175	target gene
Igkv4-81	A0A0G2JEY5	-	target gene
Mcub	Q810S1	66815	target gene
Tril	Q9DBY4	66873	target gene
Denr	Q9CQJ6	68184	target gene
Myo9b	E9PWZ6	17925	target gene
Rhobtb2	Q91V93	246710	target gene
Hsd17b14	E9Q3D4	66065	target gene
Rftn2	Q8CHX7	74013	target gene
Dbndd2	Q9CRD4	52840	target gene
Zfpm2	Q8CCH7	22762	transcription factor and target gene
Rfx8	D3YU81	619289	target gene
Ndufs2	Q91WD5	226646	target gene
Fbxo6	Q9QZN4	50762	target gene
Krt42	Q6IFX2	68239	target gene
Max	P28574	17187	transcription factor and target gene
Itga1	Q3V3R4	109700	target gene
Med27	Q9DB40	68975	target gene
A430078G23Rik	A0A140LHF8	-	target gene
Patz1	Q5NBZ2	-	target gene
Nr2f2	P43135	11819	transcription factor and target gene
Cmtr2	Q8BWQ4	234728	target gene
Drd4	P51436	13491	target gene
Rufy2	Q8R4C2	70432	target gene
Mrpl35	Q9CQL6	66223	target gene
Gsta3	P30115	14859	target gene
E130208F15Rik	Q3UPV3	-	target gene
CB072_MOUSE	Q9CYS6	72792	target gene
